50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,block_deflection,clearance_other,foul_committed_card,foul_committed_offensive,goalkeeper_punched_out,pass_deflected,pass_outswinging,shot_deflected,shot_one_on_one,shot_open_goal,pass_miscommunication,foul_committed_penalty,foul_won_penalty,block_save_block,dribble_no_touch,goalkeeper_success_in_play,player_off_permanent,goalkeeper_shot_saved_off_target,shot_saved_off_target,goalkeeper_lost_out,shot_redirect,shot_follows_dribble,goalkeeper_shot_saved_to_post,shot_saved_to_post,goalkeeper_lost_in_play,goalkeeper_penalty_saved_to_post,half_start_late_video_start,goalkeeper_success_out
,,,,,,,,,,,,,,,,,,1.067236,,,,,,,,,,,53420ac3-1537-4151-848e-b7cc2b9ae383,566,,,"[99.3, 11.2]",3901199,11,,,,,1.2777585,26f84318-e2cd-44d9-aed9-ce575e892c5b,Left Foot,True,,"[106.3, 34.4]",True,Ground Pass,,24.233036,,,Kamil Grosicki,5667.0,,,,,,,1,From Counter,Giovanni-Guy Yann Sio,3018.0,Center Forward,22,Rennes,134,['7d1df17b-ef52-46f8-bafe-ed8153e9432b'],26,,,,,,,,,,,,,,,,Rennes,134,00:11:26.862,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0.411124,,,,,,,,,,,6d8f196c-5d3c-430a-b671-0eee23b4f86d,678,,,"[105.1, 24.3]",3901199,14,,,,,1.2346582,2a3e25ea-0086-43f9-9931-5484272721a6,Left Foot,,,"[108.0, 32.6]",True,Ground Pass,,8.792042,,,Ousmane Dembélé,5477.0,,,,,,,1,From Throw In,Kamil Grosicki,5667.0,Right Wing,26,Rennes,134,['08267fe1-4107-4905-8886-385e5fede3e1'],1,,,,,,,,,,,,,,,,Rennes,134,00:14:01.009,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2.940952,,,,,,,,,,,9271a87d-bbf8-455d-9a17-9375e1a8c806,2890,,,"[39.2, 44.0]",3901199,66,,,,,0.5373214,db1a5930-eed0-4abc-a2d4-359096604e84,Left Foot,,,"[82.0, 69.5]",True,High Pass,,49.82058,,,Ousmane Dembélé,5477.0,,,,,,Recovery,2,From Counter,Sylvain Armand,40699.0,Left Center Back,139,Rennes,134,['1ae6bcdd-dbdf-4a4d-8e82-03287775a5d8'],8,,,,,,,,,,,,,,,,Rennes,134,00:21:08.351,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0.597568,,,,,,,,,,,2a0947be-bf97-423b-8dd3-eb3b9bbe2d9a,1448,,,"[77.2, 16.5]",3901178,33,,,,,0.7227189,01748feb-b160-4f9b-b828-2c25f1ef25c4,Right Foot,,,"[102.6, 38.9]",True,Ground Pass,,33.866207,,,Abdul Majeed Waris,7615.0,,,,Through Ball,True,,1,Regular Play,Walid Mesloub,7766.0,Left Defensive Midfield,81,Lorient,165,['7faf5bd9-ca1d-420a-ad58-2d4d1553edcc'],52,,,,,,,,,,,,,,,,Lorient,165,00:33:52.227,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.582343,,,,,,,,,,,0efb32ef-e45e-4d68-a473-6e5aaad5712a,1087,,,"[98.2, 22.8]",3901260,26,,,,,1.202771,ac000b70-d02c-43fe-bcf0-f7201e87d3db,Right Foot,,,"[107.3, 46.4]",True,High Pass,,25.293674,,,Benjamin Moukandjo Bilé,33178.0,,,,,,,1,Regular Play,Jimmy Cabot,7336.0,Left Midfield,57,Lorient,165,['d4849f89-8c09-4677-8bc2-46d73edff3bd'],13,,,,,,,,,,,,,,,,Lorient,165,00:26:13.726,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2.440745,,,,,,,,,,,1a1b90b0-0d3c-48b0-984e-7267a0b8365c,1018,,,"[57.0, 39.0]",3829470,24,,,,,0.8812864,0633d256-e298-48d1-8dd3-306316b56175,Left Foot,,,"[86.6, 74.9]",True,High Pass,,46.52924,,,Jonathan Bamba,4256.0,,,,,,,1,Regular Play,Florentin Pogba,4802.0,Left Center Back,55,Saint-Étienne,135,['a75bf251-0d71-4dfd-bf52-998249e51b74'],55,,,,,,,,,,,,,,,,Saint-Étienne,135,00:24:55.340,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,3.204658,,,,,,,,,,,f6fecee4-1140-4749-a59f-a4c38db650d5,1877,,,"[85.2, 30.8]",3829470,46,,,,,0.6673061,ecb0ce5b-8957-4606-a1c0-6ff580844a90,Right Foot,,,"[108.3, 49.0]",True,High Pass,,29.408333,,,Robert Berič,4601.0,,,,,,Recovery,2,From Corner,Vincent Pajot,3414.0,Right Defensive Midfield,104,Saint-Étienne,135,['4446939e-204a-45a1-a52d-552449f878af'],49,,,,,,,,,,,,,,,,Saint-Étienne,135,00:01:49.600,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2.264044,,,,,,,,,,,8008b84e-155a-4900-bf49-abd25240093e,448,,,"[52.8, 43.2]",3901259,9,,,,,0.17593962,0c8e3a01-6f91-4660-b7cb-21b4b6dd6a50,Right Foot,,,"[84.3, 48.8]",True,High Pass,,31.993906,,,Fabien Camus,401470.0,,,,Through Ball,True,,1,From Counter,Benjamin Nivet,3002.0,Right Center Midfield,24,Troyes,133,['3c6330f8-2017-4878-b6aa-89e55eedc390'],6,,,,,,,,,,,,,,,,Troyes,133,00:09:06.752,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.128234,,,,,,,,,,,f3f3a4ef-c933-4cf6-8e88-2f8b61d63746,920,,,"[98.5, 9.1]",3901263,21,,,,,1.0403876,edc9706c-b30c-417d-afe9-1f31c8ac25a5,Left Foot,True,,"[114.1, 35.7]",True,High Pass,,30.83699,,,François Kamano,3405.0,,,,,,,1,From Throw In,Julian Palmieri,4508.0,Left Back,44,Bastia,2736,['e72b4202-cf86-4c8a-b1a8-37c10fc5e4a1'],9,,,,,,,,,,,,,,,,Bastia,2736,00:21:09.448,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.648383,,,,,,,,,,,6cf93293-29cd-4e19-bbcf-1c38bcd3c357,3056,,,"[96.3, 23.9]",3901263,81,,,,,0.20145507,f6d0fbf7-ffa1-404f-9d50-c77275e18f1c,Left Foot,,,"[110.5, 26.8]",True,Ground Pass,,14.493102,,,Pedro Henrique Konzen Medina da Silva,16503.0,,,,,,Recovery,2,From Free Kick,Giovanni-Guy Yann Sio,3018.0,Center Forward,156,Rennes,134,"['36856e4e-57a1-4141-bde9-fa30c64926f9', 'f6bc2aac-2ad0-47dc-9351-02148cb6aa44']",28,,,,,,,,,,,,,,,,Rennes,134,00:36:28.702,Pass,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,3.386787,,,,,,,,,,,f697f85b-e564-45b7-938a-8ed6650ccccf,31,,,"[63.6, 17.2]",3900594,0,,,,,0.23966427,022ae0ae-8906-4948-9c4f-6afd32908c04,Right Foot,,,"[90.2, 23.7]",True,Low Pass,,27.382658,,,Kolbeinn Sigþórsson,6284.0,,,,,,,1,From Counter,Birama Touré,7350.0,Right Defensive Midfield,3,Nantes,144,['ca53660a-bda4-459b-a32a-74a4d4e82670'],25,,,,,,,,,,,,,,,,Nantes,144,00:00:25.376,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.536672,,,,,,,,,,,0da74298-8457-4bde-836b-e568be9aff24,1173,,,"[97.5, 16.1]",3900594,29,,,,,1.0793781,70050e6c-ed16-4416-8487-ebc1e3c00e06,Right Foot,True,,"[112.7, 44.5]",True,High Pass,,32.2118,,,Alejandro Bedoya,12351.0,,,,,,,1,From Throw In,Ermir Lenjani,10746.0,Left Back,68,Nantes,144,"['76976814-fd4a-44cd-94ac-aa1ed9946bf3', 'be9e0774-1a9a-4ced-b912-336bcd3f0228']",51,,,,,,,,,,,,,,,,Nantes,144,00:29:51.780,Pass,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.679843,,,,,,,,,,,e7896b57-2daf-4ea4-828c-b8444e3f4ee6,3003,,,"[87.6, 17.7]",3900594,83,,,,,0.78121406,e5090195-7cf0-4d33-a584-ea4b6f716e3c,Right Foot,True,,"[111.6, 41.5]",True,High Pass,,33.8,,,Cheick Tidiane Diabaté,7130.0,,,,,,Free Kick,2,From Free Kick,Valentín Vada,3356.0,Right Defensive Midfield,184,Bordeaux,146,['170d8a6a-bfd2-4707-8a0a-8eb6f367d932'],21,,,,,,,,,,,,,,,,Bordeaux,146,00:38:21.846,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,True,,,,,,1.12,,,,,,,,,,,9afb0185-3149-410f-b220-f7c1c1a76be6,2747,,,"[87.4, 60.6]",3900587,74,,,,,-1.0115857,fe08f094-8a52-4894-829a-9dc3822e6c54,Right Foot,,,"[96.6, 45.9]",True,Ground Pass,,17.341568,,,Alexander Toft Søderlund,3423.0,,,,,,Interception,2,From Counter,Kévin Monnet-Paquet,4431.0,Right Wing,148,Saint-Étienne,135,"['71cdc536-e4fe-48f3-98bf-24f654d1bae0', '787c3243-6ec4-4797-b5c2-ae5ec11e2e55']",58,,,,,,,,,,,,,,,,Saint-Étienne,135,00:29:58.359,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.841199,,,,,,,,,,,f63d6bd3-76d3-499c-9d4d-8cd0ada020da,2504,,,"[109.6, 24.1]",3900541,71,,,,,1.3673984,d6c9fb8f-86e0-4c7b-95e5-053ab3540cb4,Right Foot,,,"[112.9, 40.1]",True,Low Pass,,16.33677,,,Lacina Traoré,3553.0,,,,,,,2,From Throw In,Fábio Henrique Tavares,3247.0,Right Defensive Midfield,161,AS Monaco,129,"['12959371-7789-4a85-84ee-313c2933042e', '40b82ada-f79b-4a1b-81de-01376b26215b']",7,,,,,,,,,,,,,,,,AS Monaco,129,00:26:07.711,Pass,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.078698,,,,,,,,,,,5ada7386-39fb-4646-a01f-c41919cca0fa,3071,,,"[114.0, 30.0]",3900541,83,,,,,1.512529,3fec645c-6c02-43eb-8af1-c878510f380c,Head,,,"[114.7, 42.0]",True,Low Pass,,12.020399,,,Lacina Traoré,3553.0,,,,,,,2,Regular Play,Nabil Dirar,5727.0,Right Wing,192,AS Monaco,129,['171b70f3-cd6c-45e5-9a41-5cd1cccb61e7'],25,,,,,,,,,,,,,,,,AS Monaco,129,00:38:25.346,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0.935397,,,,,,,,,,,96968e38-7a19-4619-8d53-ccceda208a01,3253,,,"[80.6, 45.1]",3900541,89,,,,,0.16208746,a901d7d9-8f92-4a3b-9abc-1de0fa5a4423,Right Foot,,,"[96.5, 47.7]",True,Ground Pass,,16.111176,,,Julien Romain,402967.0,,,,,,,2,Regular Play,Floyd Ayité,15689.0,Right Center Forward,204,Bastia,2736,"['01a9da0c-b279-42ee-a2ba-a5d163e52d72', 'b2612e7e-82b3-4398-a1e4-c6e215e39fab']",16,,,,,,,,,,,,,,,,Bastia,2736,00:44:16.800,Pass,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.082779,,,,,,,,,,,0be0fc94-2278-480b-b1ef-8485f02d1abe,1482,,,"[90.0, 41.5]",3900591,31,,,,,0.8960554,b58df25f-f1ef-4478-8dca-8bd3f2bca30e,Left Foot,,,"[98.8, 52.5]",True,Ground Pass,,14.086873,,,Zlatan Ibrahimović,3672.0,,,,,,,1,Regular Play,Blaise Matuidi,4375.0,Left Center Midfield,63,Paris Saint-Germain,131,['d574f9d2-3a6d-4679-9b44-48c770ff5c39'],51,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:31:51.757,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0.968447,,,,,,,,,,,ce55230e-4e84-44ae-a9f2-15b45a2d5d67,1825,,,"[118.1, 45.7]",3900591,39,,,,,3.0836864,cd40f5ce-825d-4483-ba0f-0f5396093513,Right Foot,,,"[111.2, 46.1]",True,Ground Pass,,6.9115844,,,Lucas Rodrigues Moura da Silva,3745.0,,,,,,,1,From Free Kick,Gregory van der Wiel,20048.0,Right Back,81,Paris Saint-Germain,131,['ffdb741f-c4a8-466b-bb72-004795a3a7de'],36,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:39:36.819,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.333615,,,,,,,,,,,e60cfcad-4bc5-44b9-8876-1e21e3e651fd,2552,,,"[111.9, 24.6]",3900591,53,,,,,1.4567106,90a8dde2-1f27-45fc-8d55-547a0744ebdd,Left Foot,True,,"[114.1, 43.8]",True,High Pass,,19.32563,,,Gregory van der Wiel,20048.0,,,,,,,2,From Throw In,Blaise Matuidi,4375.0,Left Center Midfield,115,Paris Saint-Germain,131,['e733e69b-2b31-457b-b044-13e94b1015d7'],3,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:08:03.731,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.175196,,,,,,,,,,,6c9f3358-0465-4d34-995f-c62ac4d41791,2905,,,"[107.2, 26.5]",3900591,62,,,,,2.5446298,667533b6-b30f-485f-a318-10d0bb397ce6,Right Foot,,,"[94.4, 35.2]",True,Low Pass,,15.476757,,,Ángel Fabián Di María Hernández,2995.0,,,,,,,2,From Throw In,Lucas Rodrigues Moura da Silva,3745.0,Left Wing,133,Paris Saint-Germain,131,['720309b9-b9c3-4e78-b983-55b0e5161f77'],0,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:17:00.565,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2.225041,,,,,,,,,,,54f2dc24-6fdd-49ee-ad36-1b1dc0695a75,3036,,,"[64.2, 41.0]",3900591,65,,,,,-0.30489323,750847b6-d35d-424d-ae97-0feb93e9df8c,Left Foot,,,"[98.2, 30.3]",True,Low Pass,,35.643932,,,Ángel Fabián Di María Hernández,2995.0,,,,Through Ball,True,,2,From Throw In,Blaise Matuidi,4375.0,Left Center Midfield,138,Paris Saint-Germain,131,['4abe12e3-b375-44c6-b37e-46403d936ce2'],19,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:20:19.534,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.122755,,,,,,,,,,,f09c6fb5-cd85-4608-80ec-e303056f840d,2971,,,"[111.2, 57.5]",3901188,79,,,,,-1.56542,0a2f87fe-35f8-408a-9574-bbfcf8d35ecc,Right Foot,True,,"[111.3, 38.9]",True,Ground Pass,,18.60027,,,Oussama Tannane,4265.0,,,,,,,2,From Free Kick,Nolan Roux,3179.0,Center Forward,166,Saint-Étienne,135,['b3ae6abd-502c-4f0c-ba8f-20e0dd8b5471'],26,,,,,,,,,,,,,,,,Saint-Étienne,135,00:34:26.343,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.31635,,,,,,,,,,,84b6b0a5-e597-4bfd-a6c1-006903f3dcb9,359,,,"[96.5, 59.1]",3901184,8,,,,,-0.89157337,766f97e9-0d77-4317-936f-a17a3d0af0c0,Right Foot,,,"[116.2, 34.7]",True,High Pass,,31.360006,,,Fallou Diagne,3022.0,,,,,,Free Kick,1,From Free Kick,Kamil Grosicki,5667.0,Right Midfield,20,Rennes,134,['44f302b3-d798-4e3c-acb9-2708f7631edf'],13,,,,,,,,,,,,,,,,Rennes,134,00:08:13.042,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.027197,,,,,,,,,,,2198a472-b80b-4d6b-9682-c4043176da07,615,,,"[49.8, 53.5]",3901184,13,,,,,-0.049546193,76321f87-b363-4be6-988a-751359cedb03,Right Foot,,,"[61.9, 52.9]",True,Ground Pass,,12.114867,,,Ousmane Dembélé,5477.0,,,,,,,1,Regular Play,Gélson da Conceição Tavares Fernandes,8672.0,Right Defensive Midfield,33,Rennes,134,['43341cbf-3c04-4f3c-be96-d6697264210e'],4,,,,,,,,,,,,,,,,Rennes,134,00:13:04.734,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0.86583,,,,,,,,,,,189ad2b6-5847-4238-b9b3-b1834320703f,928,,,"[115.8, 69.7]",3901184,19,,,,,-2.6818361,cf305e9d-b756-4d5f-be3c-3c7a922c0ea8,Left Foot,,,"[105.5, 64.6]",True,Ground Pass,,11.493477,,,Florian Thauvin,3254.0,,,,,,Recovery,1,From Throw In,Michy Batshuayi Tunga,3457.0,Center Forward,50,Marseille,147,['3f8338c1-72ef-4e2f-8a2a-0bf7a28997b5'],49,,,,,,,,,,,,,,,,Marseille,147,00:19:49.534,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.771639,,,,,,,,,,,0ea87666-b4b5-4d6d-8f72-cf6e9acb059c,2651,,,"[61.5, 44.0]",3901184,58,,,,,-1.2841995,5b956536-cf9f-4acc-814e-82b62358e272,Right Foot,,,"[73.2, 4.3]",True,Ground Pass,,41.38816,,,Yoann Gourcuff,4602.0,,,,,,,2,Regular Play,Benjamin André,2990.0,Left Defensive Midfield,133,Rennes,134,['69ee3fbd-5965-4430-9910-87058611fa56'],0,,,,,,,,,,,,,,,,Rennes,134,00:13:00.167,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.176293,,,,,,,,,,,18df10ca-1fe4-4015-b4d0-27cec35781c0,3436,,,"[111.0, 63.6]",3901184,76,,,,,-1.8114923,ca0d27ec-92d2-4c85-a4f5-e20144d3b9da,Right Foot,True,,"[105.6, 41.6]",True,Ground Pass,,22.653034,,,Giovanni-Guy Yann Sio,3018.0,,,,,,,2,From Keeper,Ousmane Dembélé,5477.0,Right Wing,165,Rennes,134,['2f724afb-0e10-4f23-b454-ca64b130d23f'],9,,,,,,,,,,,,,,,,Rennes,134,00:31:09.078,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2.936443,,,,,,,,,,,c3a784e0-dec1-4583-b694-ce13aa68b99a,2072,,,"[59.1, 9.9]",3901182,48,,,,,0.38366592,1a29d95c-981e-4e54-8da1-7b32c6c3e676,Right Foot,,,"[80.9, 18.7]",True,Ground Pass,,23.509148,,,Emiliano Sala,3114.0,,,,,,Recovery,2,From Counter,Adrien Thomasson,3375.0,Left Midfield,111,Nantes,144,"['4abc83a3-84aa-492e-84f3-50c8e69d9626', '85dac9bc-3893-4d49-beef-771dd7991354']",27,,,,,,,,,,,,,,,,Nantes,144,00:03:27.576,Pass,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0.596171,,,,,,,,,,,47a3c78d-2ee1-4dc7-872c-f69e794904b8,2804,,,"[92.5, 56.5]",3901182,68,,,,,-0.96972257,f73f6cdb-3ed9-4e54-9990-615c291e821e,Right Foot,,,"[99.7, 46.0]",True,Low Pass,,12.731457,,,Emiliano Sala,3114.0,,,,,,,2,From Throw In,Birama Touré,7350.0,Left Defensive Midfield,152,Nantes,144,['afbe3368-89a9-4465-a44d-6d22fc10635f'],13,,,,,,,,,,,,,,,,Nantes,144,00:23:13.899,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2.27756,,,,,,,,,,,ca65d025-d3a5-4f22-84fc-229220a84519,662,,,"[65.6, 58.9]",3901170,14,,,,,-0.70537305,b5f94209-2119-4f18-8ea4-c60a7a4ec53c,Left Foot,,,"[98.6, 30.8]",True,Low Pass,,43.342934,,,Kamil Grosicki,5667.0,,,,Through Ball,True,,1,From Throw In,Romain Danzé,4475.0,Right Back,28,Rennes,134,['80f63e1e-2c47-4cc9-9a9c-e56cb71b6709'],33,,,,,,,,,,,,,,,,Rennes,134,00:14:33.963,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.273749,,,,,,,,,,,aac7c379-805e-4f89-9d43-24a3a41aa8c4,2590,,,"[118.4, 51.3]",3901170,59,,,,,-2.4584012,3ac9edcd-4592-40a0-aab2-fef5a7322a1c,Right Foot,True,True,"[105.5, 40.8]",True,Ground Pass,,16.633099,,,Adryan Oliveira Tavares,31687.0,,,,,,,2,Regular Play,Adrien Thomasson,3375.0,Right Wing,115,Nantes,144,['1c3116ce-7462-4413-acd9-e943986b8c00'],8,,,,,,,,,,,,,,,,Nantes,144,00:14:08.065,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2.894832,,,,,,,,,,,18ed2e09-3186-4e73-abdc-a6c8a31817a1,2469,,,"[65.4, 33.6]",3901169,54,,,,,-0.03486958,65c97815-2e39-4f91-9d30-af1fb0dbbe9c,Left Foot,,,"[99.8, 32.4]",True,High Pass,,34.420925,,,Wissam Ben Yedder,6723.0,,,,Through Ball,True,,2,From Free Kick,Étienne Didot,3189.0,Left Center Midfield,131,Toulouse,130,['f36d3a71-0529-4994-908a-b461ad4ecd53'],17,,,,,,,,,,,,,,,,Toulouse,130,00:09:17.302,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.096102,,,,,,,,,,,757abe54-a7c0-430e-a328-1067b268ff3c,3161,,,"[96.1, 38.5]",3901168,92,,,,,0.28778306,9bd62f15-0abf-4f2e-bee6-3fb917f91d9c,Right Foot,,,"[108.6, 42.2]",True,Ground Pass,,13.036103,,,Éderzito António Macedo Lopes,15996.0,,,,Through Ball,True,,2,Regular Play,Sofiane Boufal,3625.0,Left Wing,199,Lille,143,['1035d9b4-508f-4188-8c1d-48d6ecd24e2c'],0,,,,,,,,,,,,,,,,Lille,143,00:47:00.841,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0.947908,,,,,,,,,,,6d36d947-36aa-4619-8936-5b29cc5a6a0a,431,,,"[113.7, 14.4]",3900601,13,,,,,1.6216784,3d620525-e583-4420-a2eb-4d3d3752f102,Left Foot,True,,"[112.6, 36.0]",True,Low Pass,,21.62799,,,Mustapha Yatabaré,30255.0,,,,,,,1,From Throw In,Jonas Martin,2950.0,Left Center Midfield,33,Montpellier,139,"['6974bdfd-4032-40c2-8e56-8b6e41283903', '7f58e98d-cb08-4b4c-9cb1-19fa91542334']",54,,,,,,,,,,,,,,,,Montpellier,139,00:13:54.904,Pass,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2.068856,,,,,,,,,,,c9cd97d4-cb43-43da-8619-d7064f1fb04b,1777,,,"[116.9, 15.9]",3900601,51,,,,,1.5857764,e6477d6c-041d-4860-9b1e-03b42e1d5e6e,Left Foot,True,,"[116.5, 42.6]",True,High Pass,,26.702995,,,Bryan Dabo,3421.0,,,,,,,2,From Throw In,Souleymane Camara,3679.0,Left Center Forward,119,Montpellier,139,['fdf85ba3-f2a1-472b-9a59-539f1715b302'],30,,,,,,,,,,,,,,,,Montpellier,139,00:06:30.836,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.398161,,,,,,,,,,,fd71c936-df2f-4b36-9beb-5c109e0acef8,1933,,,"[120.0, 0.1]",3900601,56,,,,,1.7911347,5122a1c1-2cda-46ce-951d-71ef8f2c7573,Left Foot,,,"[112.9, 31.8]",True,High Pass,,32.485382,,,Bryan Dabo,3421.0,,,,Outswinging,,Corner,2,From Corner,Ryad Boudebouz,6661.0,Center Attacking Midfield,131,Montpellier,139,['e3259756-527b-4e1c-8d19-71dd6e686c5d'],38,,,,,,,,,,,,,,,,Montpellier,139,00:11:38.907,Pass,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.256507,,,,,,,,,,,7fed872a-0b75-4966-b138-698a9d4cc51c,805,,,"[108.3, 71.2]",3901261,16,,,,,-1.4047264,758753d6-34a2-4243-bda4-ace382d35dd8,Left Foot,True,,"[114.2, 36.0]",True,High Pass,,35.691036,,,Zlatan Ibrahimović,3672.0,,,,,,,1,Regular Play,Ángel Fabián Di María Hernández,2995.0,Right Wing,40,Paris Saint-Germain,131,['bc75d3d6-b8e2-41e1-847c-bab69e823453'],58,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:16:58.893,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0.707599,,,,,,,,,,,05294c5c-949d-416b-8eec-53acfd1611cc,1944,,,"[102.4, 44.6]",3901261,42,,,,,-0.9920814,1a8e1974-b62f-4433-ab7c-fd19344ae41b,Left Foot,,,"[107.3, 37.1]",True,Ground Pass,,8.958795,,,Lucas Rodrigues Moura da Silva,3745.0,,,,,,,1,Regular Play,Ángel Fabián Di María Hernández,2995.0,Right Wing,87,Paris Saint-Germain,131,"['551f57ad-16ac-4f51-8f46-e1afd0ff7a94', 'adac6810-3567-4d35-b711-d83c1105fc72']",40,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:42:40.582,Pass,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.64418,,,,,,,,,,,87e2f19e-5b20-426d-9166-ebd094643369,3848,,,"[90.3, 59.4]",3901261,88,,,,,-0.84364754,91d09364-cf5e-491b-a5ea-e8c90d664eb7,Right Foot,,,"[112.1, 34.9]",True,High Pass,,32.794662,,,Zlatan Ibrahimović,3672.0,,,,,,,2,Regular Play,Javier Matías Pastore,4370.0,Right Center Midfield,177,Paris Saint-Germain,131,['46f584e7-b75a-4cf3-a071-22b5ce8a7175'],44,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:43:44.134,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
