counterpress,duration,id,index,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,team,team_id,timestamp,type,under_pressure,pass_goal_assist,pass_straight,pass_no_touch,pass_miscommunication,formation,position_id,position_name,jersey_number
,1.349543,1463f3a1-20ec-4389-bc0b-9bdd899a4f16,1632,"[110.2, 62.8]",3753980,37,,,,-2.2108846,b068164a-d5da-4d4f-a91c-a5718edcf424,Right Foot,,,,"[103.2, 53.4]",Ground Pass,,11.720068,,,Héctor Bellerín Moruno,3511.0,True,,,,,1,Regular Play,Alexis Alejandro Sánchez Sánchez,3385.0,Right Wing,70,Arsenal,1,"['5e36ae2c-7da8-4d46-91a4-ce5b76b58c22', 'e3c28523-43a1-4de9-95c9-02f1e6d23c66']",35,Arsenal,1,00:37:35.575,Pass,True,,,,,,,,
,2.159436,f10c6599-1a59-44c9-be14-9355ca66e056,1813,"[29.6, 49.8]",3753980,41,,,,0.066960886,9091f7f5-bcd1-4b86-9014-8cc0f349574b,Right Foot,,,,"[80.3, 53.2]",High Pass,,50.813877,,,Alex Iwobi,3647.0,,,,,,1,Regular Play,Héctor Bellerín Moruno,3511.0,Right Back,75,Arsenal,1,['0fa84049-7b1d-4eec-b22a-9dbfce75004c'],0,Arsenal,1,00:41:00.936,Pass,,True,,,,,,,
,0.724244,f9ee4b8d-d5a9-4003-8134-d7dfe656b583,1914,"[94.0, 48.3]",3753980,44,,,,1.6060758,7c511bc2-303b-4aea-92d2-5a685184d1e8,Right Foot,,,,"[93.7, 56.8]",Ground Pass,,8.505293,,,Alex Iwobi,3647.0,True,,,,,1,Regular Play,Daniel Nii Tackie Mensah Welbeck,3569.0,Center Forward,80,Arsenal,1,['39409b84-22b8-42af-990e-e30ab8934e40'],27,Arsenal,1,00:44:27.412,Pass,,,,,,,,,
,1.20684,522a4c1e-464f-4950-a5a8-344061b1ff5a,2082,"[118.8, 55.1]",3753980,47,,,,-2.7367008,e77dd6fd-5968-4879-a3d6-f48365c1c59d,Right Foot,,True,,"[108.3, 50.6]",Ground Pass,,11.423659,,,Mesut Özil,3496.0,True,,,,,2,From Free Kick,Alexis Alejandro Sánchez Sánchez,3385.0,Right Wing,85,Arsenal,1,['00625623-4566-40af-96c1-f00d5a271ca4'],36,Arsenal,1,00:02:36.952,Pass,,,,,,,,,
,1.6639,013f73f4-dab6-42d0-9585-eb7dbdf1516f,2946,"[120.0, 80.0]",3753980,68,,,,-1.7649999,0d551d86-73e2-4ffd-bb9d-8f244072ceea,Right Foot,,,,"[111.7, 37.8]",High Pass,,43.008488,,True,Phil Jagielka,20046.0,True,True,Outswinging,,Corner,2,From Corner,Tom Cleverley,3683.0,Left Wing,127,Everton,29,['20377220-b096-4ce3-abee-72bd05fa5e24'],26,Everton,29,00:23:26.769,Pass,,,,,,,,,
,1.463076,5fc204e2-80d0-431c-ba4a-ec6977f3b149,3577,"[92.3, 21.5]",3753980,87,,,,0.9077782,6fd89c6a-84e0-465b-97d1-c31105a1a5ea,Left Foot,,,,"[108.7, 42.5]",High Pass,,26.645075,,,Romelu Lukaku Menama,3289.0,True,,,,,2,Regular Play,José Ramiro Funes Mori,4629.0,Left Center Back,161,Everton,29,['277f7246-1323-427d-b026-b461d86d24ed'],34,Everton,29,00:42:34.443,Pass,,,,,,,,,
,0.932312,75c88126-b361-446b-b06b-155aa60f934d,3768,"[96.7, 40.2]",3753980,92,,,,-1.2101045,12a65599-ee8c-4cd2-a83c-7b292d797034,Right Foot,,,,"[101.0, 28.8]",Ground Pass,,12.184006,,,Olivier Giroud,3604.0,True,,,,,2,Regular Play,Calum Chambers,3713.0,Center Attacking Midfield,171,Arsenal,1,"['53d2f2bd-5332-4da0-9900-5119075f1a47', '95d57bb1-fbe2-4441-830b-c0f0ee23f5d2']",10,Arsenal,1,00:47:10.364,Pass,True,,,,,,,,
,1.009562,2ae11759-29d1-405f-94cc-0b24aba419a2,48,"[103.6, 24.4]",3753981,0,,,,-0.1233377,dfe3889c-94c5-4c70-977e-ade8df87e1f9,Left Foot,,,,"[115.7, 22.9]",Ground Pass,,12.19262,,,Wilfried Zaha,3507.0,True,,,,,1,From Kick Off,Jason Puncheon,19688.0,Left Wing,2,Crystal Palace,31,['c79ca7ce-a880-4de1-aebd-fcbda372d397'],41,Crystal Palace,31,00:00:41.487,Pass,,,,,,,,,
,1.670432,5b6c6ae1-240b-4221-80d9-52291fbb68f8,238,"[69.5, 69.9]",3753981,6,,,,-0.013028579,aa98c6a4-c8ff-4805-bc81-d95fb9b940da,Right Foot,,,,"[100.2, 69.5]",Ground Pass,,30.702606,,,Leandro Bacuna,9533.0,True,,,,,1,Regular Play,Jordan Veretout,7153.0,Right Center Midfield,10,Aston Villa,59,['7dd016e2-d0c1-4297-8708-571670eb1317'],0,Aston Villa,59,00:06:00.592,Pass,,,,,,,,,
,1.069351,aef15e93-98c4-4ca2-887a-fe04e167866d,566,"[83.7, 46.3]",3753981,13,,,,1.4208511,1d94c788-81cb-451a-858c-87a54d0ff2d0,Right Foot,,,,"[85.8, 60.2]",Ground Pass,,14.057738,,,Jordan Veretout,7153.0,True,,,,,1,From Throw In,Idrissa Gana Gueye,3436.0,Center Defensive Midfield,25,Aston Villa,59,['fc1b24a9-c4c1-4a7f-b12b-a540ce074bc7'],4,Aston Villa,59,00:13:04.061,Pass,,,,,,,,,
