50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,bad_behaviour_card,dribble_overrun,miscontrol_aerial_won,pass_deflected,pass_inswinging,pass_straight,pass_through_ball,ball_recovery_offensive,block_deflection,block_offensive,shot_one_on_one,dribble_no_touch,foul_committed_offensive,shot_deflected,shot_open_goal,block_save_block,goalkeeper_punched_out,foul_won_penalty,shot_redirect,goalkeeper_success_in_play,goalkeeper_shot_saved_off_target,shot_saved_off_target,shot_follows_dribble,goalkeeper_shot_saved_to_post,shot_saved_to_post,goalkeeper_lost_in_play,goalkeeper_lost_out,half_start_late_video_start,player_off_permanent,pass_start_x,pass_start_y,pass_end_x,pass_end_y
,,,,,,,,,,,,,,,1.030573,,,,,,,,,,,,,3ce9036e-584a-488c-a4d7-351e4eaed792,439,,,"[111.6, 6.1]",3879863,9,,,,1.5572836,2a3e2865-60e6-4cb2-a06b-f9f0ef12cf1a,Left Foot,True,,"[112.0, 35.7]",True,High Pass,29.602703,,,,,Duván Esteban Zapata Banguera,7017.0,,,,,1,From Throw In,Ali Adnan Kadhim Al Tameemi,8191.0,Left Wing Back,20,Udinese,230,['9a709709-18df-4664-bf39-defc8a118721'],29,,,,,,,,,,,,,,,,Udinese,230,00:09:29.867,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.6,6.1,112.0,35.7
,,,,,,,,,,,,,,,0.845047,,,,,,,,,,,,,eb743671-ea62-4225-a99f-9156bcf85d08,477,,,"[88.5, 19.6]",3879773,11,,,,1.0205492,c903f14a-fc2f-4162-ac9c-fe113493bd3e,Right Foot,,,"[95.8, 31.5]",True,Ground Pass,13.960659,,,,,Daniel Ciofani,13613.0,,,,,1,Regular Play,Federico Dionisi,24235.0,Left Center Forward,22,Frosinone,291,['e8dc8afd-44d6-4d83-8761-2cc9514829a6'],50,,,,,,,,,,,,,,,,Frosinone,291,00:11:50.760,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.5,19.6,95.8,31.5
,,,,,,,,,,,,,,,1.319141,,,,,,,,,,,,,8beff8aa-af70-4cac-b22c-1039c7fca82a,2559,,,"[93.0, 0.1]",3879773,59,,,,1.0822059,89a10080-7ca6-4a2d-8137-7fbfde9b3749,Left Foot,True,,"[113.2, 38.1]",True,High Pass,43.035336,,,,,Leonardo Blanchard,387847.0,,,,Free Kick,2,From Free Kick,Daniel Pavlovic,8661.0,Left Back,110,Frosinone,291,['c8056166-65b4-4580-8cc7-3542af9fe029'],35,,,,,,,,,,,,,,,,Frosinone,291,00:14:35.167,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.0,0.1,113.2,38.1
,,,,,,,,,,,,,,,1.552273,,,,,,,,,,,,,742cbb18-63e5-4039-befb-8a854009c010,377,,,"[120.0, 0.1]",3879847,11,,,,1.8388526,767708f9-c48c-495d-863a-8e41996bbbc9,Left Foot,,,"[109.7, 37.6]",True,High Pass,38.888817,,,,True,Pontus Jansson,4709.0,,,Outswinging,Corner,1,From Corner,Gastón Alexis Silva Perdomo,28289.0,Left Center Back,13,Torino,241,['7a3475b7-242a-49ec-bf29-3ede580b192c'],13,,,,,,,,,,,,,,,,Torino,241,00:11:13.098,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.0,0.1,109.7,37.6
,,,,,,,,,,,,,,,1.489053,,,,,,,,,,,,,18500c5c-1c9b-4328-9749-7f91fe80a5c1,1698,,,"[104.3, 4.7]",3879847,46,,,,1.440048,64825150-6c5f-4299-ab55-172f1aa39799,Right Foot,True,,"[108.6, 37.4]",True,High Pass,32.98151,,,,,Felipe Dias da Silva dal Belo,6938.0,,,,,2,From Throw In,Bruno Miguel Borges Fernandes,5204.0,Left Center Midfield,94,Udinese,230,['e495aed6-6c08-491a-8119-da4a6989297d'],50,,,,,,,,,,,,,,,,Udinese,230,00:01:50.184,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.3,4.7,108.6,37.4
,,,,,,,,,,,,,,,1.930742,,,,,,,,,,,,,81878f2b-e5a0-4bb4-8b28-7a310dc5dfeb,1811,,,"[63.1, 47.8]",3879847,49,,,,0.32702756,be20d8bf-9586-4ccd-918b-5ca24a1b1aa9,Right Foot,,,"[85.8, 55.5]",True,Low Pass,23.970398,,,,,Josef Alexander Martínez Mencia,12619.0,,,,,2,From Throw In,Afriyie Acquah,7474.0,Right Center Midfield,100,Torino,241,"['60500a27-b004-4649-b8b1-6f7f519a3802', '72d3df7a-f6fe-4a48-b55e-c6c4552c9e7c']",34,,,,,,,,,,,,,,,,Torino,241,00:04:34.756,Pass,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.1,47.8,85.8,55.5
,,,,,,,,,,,,,,,0.357467,,,,,,,,,,,,,743c4a75-a7b2-41ec-a6f9-c81be2af0508,2005,,,"[30.6, 54.4]",3879847,55,,,,-1.5191182,b699d80f-a7de-4a6c-b829-5d65834b4c13,Head,,,"[30.9, 48.6]",True,Low Pass,5.8077536,,,,,Andrea Belotti,7471.0,,,,Recovery,2,From Counter,Josef Alexander Martínez Mencia,12619.0,Left Center Forward,116,Torino,241,['47f11575-bc08-41ef-9553-cb89631282f7'],27,,,,,,,,,,,,,,,,Torino,241,00:10:27.703,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.6,54.4,30.9,48.6
,,,,,,,,,,,,,,,0.917462,,,,,,,,,,,,,e09ad441-9841-483e-8ae8-166615397124,502,,,"[88.9, 39.4]",3879862,11,,,,-0.92968756,be792d71-b582-4dc6-a1ca-825870465ddb,Right Foot,,,"[98.9, 26.0]",True,Ground Pass,16.720047,,,,,Gonzalo Gerardo Higuaín,5497.0,,,,,1,From Free Kick,Marek Hamšík,7025.0,Left Center Midfield,30,Napoli,227,['61d3e2ab-41a8-4102-baca-515f46f4e65e'],52,,,,,,,,,,,,,,,,Napoli,227,00:11:52.706,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.9,39.4,98.9,26.0
,,,,,,,,,,,,,,,0.817677,,,,,,,,,,,,,602033f4-8223-4052-86b9-3257de2b2890,917,,,"[116.6, 23.3]",3879862,19,,,,1.6202066,2d049e36-3066-4b8f-9077-dde6b2967212,Left Foot,True,,"[115.7, 41.5]",True,Ground Pass,18.222239,,,,,José María Callejón Bueno,7029.0,,,,,1,From Throw In,Marek Hamšík,7025.0,Left Center Midfield,45,Napoli,227,['f1e0330d-cfa3-4f3a-81a6-78449a4a373a'],2,,,,,,,,,,,,,,,,Napoli,227,00:19:02.174,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.6,23.3,115.7,41.5
,,,,,,,,,,,,,,,1.777601,,,,,,,,,,,,,e7ee64f9-a469-413b-bd73-36e3a313f4e7,3029,,,"[84.1, 49.2]",3879862,65,,,,-0.549318,db9909f4-a97e-4bf2-a9f9-ab2189684218,Right Foot,,,"[110.4, 33.1]",True,High Pass,30.836666,,,,,Bruno da Silva Peres,6965.0,,,Through Ball,,2,Regular Play,Giuseppe Vives,40430.0,Center Defensive Midfield,133,Torino,241,"['1778aaee-9ffa-4ba9-9e24-4b00260f42f9', '9c94977d-eca5-41b4-9661-a08d2f9be174']",0,,,,,,,,,,,,,,,,Torino,241,00:20:00.371,Pass,True,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,84.1,49.2,110.4,33.1
,,,,,,,,,,,,,,,2.256147,,,,,,,,,,,,,c5f23e64-894e-4c15-a769-98e1143ee6e9,204,,,"[75.2, 21.0]",3879817,3,,,,0.5140354,9bb1fc56-f653-4b8a-bdf9-c3882c819755,Right Foot,,,"[106.9, 38.9]",True,High Pass,36.40467,,,,,Mauro Emanuel Icardi Rivero,6987.0,,,Through Ball,,1,From Throw In,Gary Alexis Medel Soto,16453.0,Right Defensive Midfield,9,Inter Milan,238,['27bd76ec-c925-4fa1-b3d6-31f5c773918a'],25,,,,,,,,,,,,,,,,Inter Milan,238,00:03:25.744,Pass,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,75.2,21.0,106.9,38.9
,,,,,,,,,,,,,,,2.420877,,,,,,,,,,,,,66259c14-7659-4ca3-85ab-aea6fffa7986,1901,,,"[87.1, 25.9]",3879817,43,,,,0.9138167,30e6957e-885f-4d67-8c92-b11b5787f4cc,Right Foot,,,"[101.6, 44.7]",True,Low Pass,23.742157,,,,,Marcelo Brozović,5469.0,,,,,1,Regular Play,Mauro Emanuel Icardi Rivero,6987.0,Center Forward,80,Inter Milan,238,"['15761253-93f8-4f8e-823e-0a584df62426', 'd246be46-5a9b-4060-9048-3f7d710a9d4f']",4,,,,,,,,,,,,,,,,Inter Milan,238,00:43:04.365,Pass,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.1,25.9,101.6,44.7
,,,,,,,,,,,,,,,0.99619,,,,,,,,,,,,,f81834e7-0e76-4686-80fe-0bb46b0a88ab,1636,,,"[105.4, 44.7]",3879825,43,,,,-1.3818991,6d91439e-c7df-4eac-bdc7-2f40105f4d78,Right Foot,,,"[106.7, 37.9]",True,Ground Pass,6.9231496,,,,,Ogenyi Eddy Onazi,33311.0,,,,,1,Regular Play,Miroslav Klose,19286.0,Center Forward,87,Lazio,236,['33015d63-0cd5-40c5-9963-75d42760b3ed'],6,,,,,,,,,,,,,,,,Lazio,236,00:43:06.648,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.4,44.7,106.7,37.9
,,,,,,,,,,,,,,,0.830002,,,,,,,,,,,,,5a091d3c-47ca-4d28-aa9d-82d5d4948a69,2568,,,"[106.7, 67.0]",3879750,66,,,,-1.5361781,8a88a9eb-e9d6-44fb-918c-11bcd3290324,Right Foot,True,,"[107.5, 43.9]",True,High Pass,23.113848,,,,,Matías Ariel Fernández Fernández,26192.0,,,,,2,Regular Play,Cristian Tello Herrera,6658.0,Right Wing,153,Fiorentina,239,['ffb24f97-fd21-4bbc-96b4-a085754d94b1'],7,,,,,,,,,,,,,,,,Fiorentina,239,00:21:07.170,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.7,67.0,107.5,43.9
,,,,,,,,,,,,,,,0.916992,,,,,,,,,,,,,ba7f4b13-4f29-435a-aeb2-4d4adab21dcb,3252,,,"[108.3, 38.2]",3879750,83,,,,0.08047101,a9586fa7-4268-45e1-8563-ba45305e73bd,Other,,,"[114.5, 38.7]",True,Low Pass,6.2201285,,,,,Andrea Conti,8657.0,,,,,2,From Corner,Mauricio Ricardo Pinilla Ferreira,36770.0,Left Center Forward,188,Atalanta,228,['9946bcad-fd3b-4d54-8024-5fa19cf636df'],6,,,,,,,,,,,,,,,,Atalanta,228,00:38:06.918,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.3,38.2,114.5,38.7
,,,,,,,,,,,,,,,0.939939,,,,,,,,,,,,,d28e0163-0c41-40ea-9e28-820cac1b92ab,3360,,,"[110.4, 20.9]",3879750,86,,,,1.2933716,d7476efe-d90a-429a-90b3-cbea8fe0eda4,Left Foot,True,,"[114.7, 36.0]",True,Ground Pass,15.700318,,,,,Nikola Kalinić,7033.0,,,,,2,Regular Play,Borja Valero Iglesias,6997.0,Left Wing,197,Fiorentina,239,['c6418694-1685-439e-866a-b34a7fe855c4'],40,,,,,,,,,,,,,,,,Fiorentina,239,00:41:40.208,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.4,20.9,114.7,36.0
,,,,,,,,,,,,,,,2.046691,,,,,,,,,,,,,41714d66-d0bf-4f7b-8e34-303cfef76b25,3457,,,"[90.8, 7.5]",3879750,90,,,,1.1254511,bb38c032-d874-4180-ae81-1832377ec24d,Right Foot,True,,"[110.8, 49.4]",True,High Pass,46.428547,,,,,Mauricio Ricardo Pinilla Ferreira,36770.0,,True,,,2,From Throw In,Luca Cigarini,8420.0,Left Center Midfield,204,Atalanta,228,['a55de9f2-14af-4926-bc31-6967637adbe8'],13,,,,,,,,,,,,,,,,Atalanta,228,00:45:13.790,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.8,7.5,110.8,49.4
,,,,,,,,,,,,,,,1.534936,,,,,,,,,,,,,ed9b1e9a-b02f-4bbe-aaca-743388c766dd,2442,,,"[120.0, 0.1]",3879567,58,,,,1.742014,23181a99-741d-4b1e-866b-eb7c579a463e,Right Foot,,,"[114.0, 34.8]",True,High Pass,35.214912,,,,,Daniele De Rossi,7051.0,,,Inswinging,Corner,2,From Corner,Miralem Pjanić,6947.0,Center Attacking Midfield,129,AS Roma,229,['b678ff7a-b088-4fbc-b8d5-51e9b7cce640'],37,,,,,,,,,,,,,,,,AS Roma,229,00:13:37.544,Pass,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,120.0,0.1,114.0,34.8
,,,,,,,,,,,,,,,1.018485,,,,,,,,,,,,,7c340e54-bb7b-4d75-96e0-aec13069ed18,2895,,,"[112.3, 22.8]",3879567,68,,,,1.5974567,dfe2124c-9fa7-411f-8a73-7e3abac379c2,Left Foot,True,,"[111.9, 37.8]",True,Low Pass,15.005332,,,,,Mohamed Salah,3531.0,,,,,2,Regular Play,Gervais Lombe Yao Kouassi,15818.0,Left Center Forward,148,AS Roma,229,['1442eb02-41fd-48ef-8cb4-28fe375f733c'],40,,,,,,,,,,,,,,,,AS Roma,229,00:23:40.455,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.3,22.8,111.9,37.8
,,,,,,,,,,,,,,,1.053,,,,,,,,,,,,,25a8d654-18fd-4b16-9c40-3b0db18d3932,3123,,,"[100.0, 43.4]",3879567,74,,,,-1.7147218,e6521fe4-fe0a-41e3-80ae-d1a5ad9bbcc0,Left Foot,,,"[98.0, 29.6]",True,Ground Pass,13.944175,,,,,Marcel Büchel,8187.0,,,,,2,Regular Play,Manuel Pucciarelli,7054.0,Center Attacking Midfield,159,Empoli,290,['3bb25ed7-1b06-4369-b1bc-3a8392d62300'],24,,,,,,,,,,,,,,,,Empoli,290,00:29:24.927,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,43.4,98.0,29.6
,,,,,,,,,,,,,,,0.924937,,,,,,,,,,,,,97825e2b-d89e-498d-bc2f-e01acaa6e250,2605,,,"[106.9, 50.1]",3879785,66,,,,1.3854483,88d2dc8b-8625-4976-a1a4-27bc1cbad1c1,Left Foot,,,"[107.5, 53.3]",True,Ground Pass,3.255764,,,,,Miroslav Klose,19286.0,,,,,2,Regular Play,Stefano Mauri,386641.0,Center Attacking Midfield,178,Lazio,236,"['f7029527-92a5-43a4-9387-54f756653af7', 'fc1f615e-0e6d-461e-a502-39b81ecef0ca']",55,,,,,,,,,,,,,,,,Lazio,236,00:21:55.298,Pass,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.9,50.1,107.5,53.3
,,,,,,,,,,,,,,,0.676196,,,,,,,,,,,,,02964118-038a-4cb5-806d-403422de014b,3582,,,"[110.1, 50.6]",3879785,94,,,,-1.5967646,87928b6b-b98d-4b99-9643-90c9d3e7bcc5,Right Foot,,,"[109.9, 42.9]",True,Ground Pass,7.702597,,,,,Miroslav Klose,19286.0,,,,,2,From Counter,Felipe Anderson Pereira Gomes,8172.0,Right Wing,235,Lazio,236,['d19a1a4d-839c-4388-9f8e-ce2937e851c0'],3,,,,,,,,,,,,,,,,Lazio,236,00:49:03.558,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.1,50.6,109.9,42.9
,,,,,,,,,,,,,,,3.542962,,,,,,,,,,,,,daf597da-5d73-47c2-952e-775d3aaadc40,2770,,,"[35.8, 20.8]",3879705,67,,,,0.90612733,bf913f82-0fd9-488b-9dc9-8e81b290f342,Right Foot,,,"[73.1, 68.4]",True,High Pass,60.47355,,,,,Emanuele Giaccherini,7775.0,,True,,,2,From Free Kick,Daniele Gastaldello,30745.0,Left Center Back,141,Bologna,240,"['43b3cb7a-0431-4f3a-9359-8d14531d267c', '5a76be58-aa1b-4f47-8594-2b1c34bb238a']",3,,,,,,,,,,,,,,,,Bologna,240,00:22:03.725,Pass,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.8,20.8,73.1,68.4
,,,,,,,,,,,,,,,1.52657,,,,,,,,,,,,,baef3528-54a7-4114-9b91-6ff3620b696e,3633,,,"[84.1, 74.2]",3879705,92,,,,-1.1533791,a778ff59-e597-4da4-89f6-81112c06e2fe,Right Foot,,,"[94.3, 51.2]",True,Ground Pass,25.160286,,,,,Sergio Floccari,6948.0,,,,,2,Regular Play,Mattia Destro,8103.0,Center Forward,190,Bologna,240,['a39d2c67-e8f5-42f5-a366-23b518de1bce'],52,,,,,,,,,,,,,,,,Bologna,240,00:47:52.226,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.1,74.2,94.3,51.2
,,,,,,,,,,,,,,,1.25892,,,,,,,,,,,,,cde596b1-1dab-4073-b575-5452a0656a33,3093,,,"[103.3, 66.1]",3879628,78,,,,-1.2669467,c95837ae-3042-4187-aa67-de5c7876087d,Left Foot,True,,"[110.7, 42.5]",True,High Pass,24.732973,,,,,Luiz Adriano de Souza da Silva,21272.0,,,,,2,From Counter,Alessio Cerci,7702.0,Right Midfield,174,AC Milan,243,['5b11fbc7-25af-42fc-9bde-fcdfa6592a86'],29,,,,,,,,,,,,,,,,AC Milan,243,00:33:29.287,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.3,66.1,110.7,42.5
,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,b868fc93-5a18-4d84-9dd5-c12982e11d4d,649,,,"[65.7, 49.0]",3879665,18,,,,-0.25209597,e9c06c20-7c33-4bff-a869-5eec59316118,Right Foot,,,"[98.7, 40.5]",True,Ground Pass,34.077118,,,,,Daniel Ciofani,13613.0,,,Through Ball,,1,From Keeper,Federico Dionisi,24235.0,Left Center Forward,45,Frosinone,291,['52ceac97-fc40-4731-b375-a6634a4af102'],4,,,,,,,,,,,,,,,,Frosinone,291,00:18:04.454,Pass,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,65.7,49.0,98.7,40.5
,,,,,,,,,,,,,,,1.65785,,,,,,,,,,,,,ebdde2a9-6533-4c72-a09d-e214fb46576c,1906,,,"[90.9, 25.0]",3879665,49,,,,1.1963542,7d611962-ae35-467c-8972-186ed22e1e5d,Left Foot,,,"[102.1, 53.5]",True,Ground Pass,30.621725,,,,,Ignazio Abate,7463.0,,,,Recovery,2,Regular Play,Keisuke Honda,5683.0,Right Midfield,97,AC Milan,243,['ad4f4a88-b7d9-46bf-870e-7d8d6ba0384b'],46,,,,,,,,,,,,,,,,AC Milan,243,00:04:46.683,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.9,25.0,102.1,53.5
,,,,,,,,,,,,,,,1.184792,,,,,,,,,,,,,fd08c263-d852-4890-9ae0-d455f86bfce4,2042,,,"[112.6, 34.1]",3879665,54,,,,0.9461609,1e651de2-3d10-48b8-a922-f3a06f9646f6,Right Foot,,,"[118.8, 42.7]",True,Low Pass,10.601887,,,,,Carlos Arturo Bacca Ahumada,5688.0,,,,,2,Regular Play,Giacomo Bonaventura,7026.0,Left Midfield,105,AC Milan,243,['cf8ce155-bce8-4174-98c8-6c270e11aa49'],21,,,,,,,,,,,,,,,,AC Milan,243,00:09:21.424,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.6,34.1,118.8,42.7
,,,,,,,,,,,,,,,1.471874,,,,,,,,,,,,,3da54d6a-bd3d-4e08-a397-c36501ee40f1,2793,,,"[120.0, 80.0]",3879665,76,,,,-1.7276602,ae784ac2-56f0-49ec-84f0-d60fe46017de,Right Foot,,,"[113.8, 40.8]",True,High Pass,39.68728,,,,,Alex Rodrigo Dias da Costa,40945.0,,,Straight,Corner,2,From Corner,M''Baye Babacar Niang,5661.0,Right Center Forward,149,AC Milan,243,['8e6ba38f-619a-400d-9fef-d8c56efd1134'],30,,,,,,,,,,,,,,,,AC Milan,243,00:31:30.523,Pass,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,120.0,80.0,113.8,40.8
,,,,,,,,,,,,,,,0.999148,,,,,,,,,,,,,e46af07e-0f64-43cd-b84e-74d9ae08dcbb,2985,,,"[98.9, 21.0]",3879665,82,,,,0.79948175,60291aad-0c7d-467f-8767-ae61be70bba6,Left Foot,,,"[112.9, 35.4]",True,High Pass,20.083824,,,,,Federico Dionisi,24235.0,,,,Free Kick,2,From Free Kick,Daniel Pavlovic,8661.0,Left Back,167,Frosinone,291,['a3d5cbe8-aa4d-4d17-8e3e-3b6114a0a25c'],58,,,,,,,,,,,,,,,,Frosinone,291,00:37:58.005,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.9,21.0,112.9,35.4
,,,,,,,,,,,,,,,1.026895,,,,,,,,,,,,,d8a644c9-679c-42b8-897c-308345ecb25e,3311,,,"[90.4, 38.0]",3879665,92,,,,-0.710271,79306a6a-fa50-4010-a989-d4a4db626b93,Right Foot,,,"[105.4, 25.1]",True,Ground Pass,19.784084,,,,,Giacomo Bonaventura,7026.0,,,,,2,From Throw In,Andrea Poli,7168.0,Right Center Midfield,181,AC Milan,243,['c7568eb0-0ef7-4612-a26b-ad1ff94162bc'],0,,,,,,,,,,,,,,,,AC Milan,243,00:47:00.375,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.4,38.0,105.4,25.1
,,,,,,,,,,,,,,,0.590006,,,,,,,,,,,,,896098d0-9872-4f34-80c0-d572af7cf022,1761,,,"[106.7, 42.5]",3879699,44,,,,-1.5451609,85b9e655-768b-49b7-baae-a4624a54291d,No Touch,,,"[106.8, 38.6]",True,Ground Pass,3.9012818,,True,,,Carlos Joaquín Correa,6822.0,,,,,1,From Throw In,Eder Citadin Martins,7000.0,Left Wing,107,Sampdoria,234,['b6fa662c-7599-40b0-83d7-917bb3cad30d'],43,,,,,,,,,,,,,,,,Sampdoria,234,00:44:43.642,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.7,42.5,106.8,38.6
,,,,,,,,,,,,,,,1.113104,,,,,,,,,,,,,87f10b12-7b89-4bc8-97d7-696bfa9113d4,2340,,,"[98.7, 7.9]",3879699,59,,,,1.3063079,e52dedb7-131a-44f4-b2a5-73c59969e8a0,Right Foot,,,"[102.6, 22.3]",True,Ground Pass,14.91878,,,,,Marek Hamšík,7025.0,,,,,2,From Free Kick,Lorenzo Insigne,7037.0,Left Wing,137,Napoli,227,['ac7cbae3-9d41-4d87-86d6-ff98566235a7'],17,,,,,,,,,,,,,,,,Napoli,227,00:14:17.669,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.7,7.9,102.6,22.3
,,,,,,,,,,,,,,,1.058224,,,,,,,,,,,,,dc731116-535c-4c11-a532-1e6ee8a39ade,2900,,,"[120.0, 80.0]",3879699,72,,,,-1.7622678,18c68c87-f205-4de3-be26-5668fd7d0b3b,Left Foot,,,"[113.7, 47.5]",True,High Pass,33.104984,,,,,Eder Citadin Martins,7000.0,,,Straight,Corner,2,From Corner,Ricardo Gabriel Álvarez,8875.0,Right Midfield,167,Sampdoria,234,['a4d3eaa3-4c53-4e99-958c-8f02e28f0f8e'],3,,,,,,,,,,,,,,,,Sampdoria,234,00:27:03.367,Pass,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,120.0,80.0,113.7,47.5
,,,,,,,,,,,,,,,1.878587,,,,,,,,,,,,,30443610-c335-468d-be77-a57279a37bcc,3198,,,"[90.5, 60.1]",3879699,78,,,,-1.51876,7a159b76-1aa3-4cc3-930e-6273c42de474,Right Foot,,,"[92.5, 21.7]",True,Ground Pass,38.45205,,,,,Dries Mertens,5630.0,,,,,2,Regular Play,José María Callejón Bueno,7029.0,Right Wing,184,Napoli,227,['0f37a999-cc01-4ad7-a09d-4d60a39335d6'],46,,,,,,,,,,,,,,,,Napoli,227,00:33:46.310,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.5,60.1,92.5,21.7
,,,,,,,,,,,,,,,1.543325,,,,,,,,,,,,,5513c590-7969-4799-8f47-68f82b9429b7,234,,,"[89.2, 71.8]",3879703,4,,,,-0.95903856,8fdb840b-570c-4a5f-a821-555cd23216cb,Left Foot,True,,"[112.0, 39.3]",True,High Pass,39.7,,,,,Boštjan Cesar,8877.0,,,,Free Kick,1,From Free Kick,Valter Birsa,7045.0,Center Attacking Midfield,14,Chievo,231,['f77c8c2a-5c86-48b1-b50d-bd646599dec6'],18,,,,,,,,,,,,,,,,Chievo,231,00:04:18.218,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.2,71.8,112.0,39.3
,,,,,,,,,,,,,,,1.460123,,,,,,,,,,,,,d49dbbf8-63fa-4efe-b1ee-bf5da1229052,3276,,,"[101.8, 56.4]",3879703,80,,,,-0.50136554,8f1066da-f9dc-485e-abb6-a036b8e853db,Left Foot,,,"[112.2, 50.7]",True,Ground Pass,11.859595,,,,,Antonio Candreva,7776.0,,,Through Ball,,2,From Throw In,Felipe Anderson Pereira Gomes,8172.0,Right Midfield,171,Lazio,236,['c195a44b-5a21-4d91-8b78-9d0cfa5fe82f'],22,,,,,,,,,,,,,,,,Lazio,236,00:35:22.170,Pass,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,101.8,56.4,112.2,50.7
,,,,,,,,,,,,,,,1.242108,,,,,,,,,,,,,c7456abb-b83d-4bce-81db-2a2f7d448518,3723,,,"[109.6, 31.4]",3879703,95,,,,1.2953702,90fbfa7a-c685-4abd-a8b9-2643f0ba3e4a,Right Foot,,,"[113.5, 45.2]",True,High Pass,14.340502,,,,,Keita Baldé Diao,3145.0,,,,,2,From Keeper,Antonio Candreva,7776.0,Right Back,198,Lazio,236,['3f5c92b6-54f5-4541-98cc-b2d30bab5600'],6,,,,,,,,,,,,,,,,Lazio,236,00:50:06.114,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.6,31.4,113.5,45.2
